Transaction ID,Invoice Date,Delivery Date,Sales Amount,Invoice Number,Customer ID
91,2022-12-04,2022-12-07,986.83,1091,50
92,2022-12-04,2022-12-15,936.19,1092,48
93,2022-12-04,2022-12-10,1446.4,1093,8
94,2022-12-04,2022-12-07,956.59,1094,30
95,2022-12-04,2022-12-12,705.95,1095,49
96,2022-12-04,2022-12-09,1096.34,1096,40
97,2022-12-04,2022-12-06,1278.53,1097,15
98,2022-12-05,2022-12-09,191.14,1098,10
99,2022-12-05,2022-12-14,1503.45,1099,33
100,2022-12-05,2022-12-09,1653.15,1100,9
101,2022-12-05,2022-12-15,1273.73,1101,49
102,2022-12-05,2022-12-15,532.72,1102,33
103,2022-12-05,2022-12-13,836.99,1103,9
104,2022-12-05,2022-12-10,1591.44,1104,14
105,2022-12-05,2022-12-16,510.89,1105,32
106,2022-12-05,2022-12-16,1314.32,1106,37
107,2022-12-05,2022-12-15,974.61,1107,6
108,2022-12-05,2022-12-18,1080.1,1108,5
109,2022-12-05,2022-12-18,582.11,1109,4
110,2022-12-05,2022-12-06,1165.33,1110,48
111,2022-12-05,2022-12-12,1129.54,1111,16
112,2022-12-05,2022-12-08,245.32,1112,10
113,2022-12-05,2022-12-15,997.78,1113,31
114,2022-12-05,2022-12-13,1306.95,1114,31
115,2022-12-05,2022-12-17,807.36,1115,14
116,2022-12-05,2022-12-08,10.0,1116,13
117,2022-12-05,2022-12-06,942.59,1117,4
118,2022-12-05,2022-12-10,1733.23,1118,46
119,2022-12-05,2022-12-07,827.77,1119,26
120,2022-12-05,2022-12-16,1714.33,1120,24
121,2022-12-05,2022-12-09,593.82,1121,9
122,2022-12-05,2022-12-06,419.51,1122,35
123,2022-12-05,2022-12-14,997.45,1123,42
124,2022-12-06,2022-12-12,588.71,1124,15
125,2022-12-06,2022-12-14,1164.93,1125,24
126,2022-12-06,2022-12-17,813.71,1126,31
127,2022-12-06,2022-12-10,1736.96,1127,19
128,2022-12-06,2022-12-15,779.17,1128,2
129,2022-12-06,2022-12-08,1044.87,1129,2
130,2022-12-06,2022-12-15,1298.17,1130,41
131,2022-12-06,2022-12-18,1478.16,1131,36
132,2022-12-06,2022-12-11,1739.82,1132,37
133,2022-12-06,2022-12-19,882.57,1133,34
134,2022-12-06,2022-12-12,800.35,1134,39
135,2022-12-06,2022-12-09,43.04,1135,19
136,2022-12-06,2022-12-10,2020.86,1136,38
137,2022-12-06,2022-12-12,1180.48,1137,23
138,2022-12-06,2022-12-13,1375.9,1138,16
139,2022-12-06,2022-12-07,1277.86,1139,46
140,2022-12-06,2022-12-13,1024.77,1140,44
141,2022-12-06,2022-12-07,1175.18,1141,6
142,2022-12-07,2022-12-12,720.17,1142,26
143,2022-12-07,2022-12-13,848.95,1143,22
144,2022-12-07,2022-12-20,524.9,1144,45
145,2022-12-07,2022-12-09,1778.62,1145,47
146,2022-12-07,2022-12-20,1280.74,1146,24
147,2022-12-07,2022-12-17,1988.09,1147,46
148,2022-12-07,2022-12-16,2148.19,1148,40
149,2022-12-07,2022-12-17,297.92,1149,21
150,2022-12-07,2022-12-13,1492.61,1150,30
151,2022-12-07,2022-12-14,321.02,1151,11
152,2022-12-07,2022-12-17,1088.71,1152,9
153,2022-12-07,2022-12-15,1157.36,1153,12
154,2022-12-07,2022-12-18,356.42,1154,26
155,2022-12-07,2022-12-20,631.24,1155,38
156,2022-12-07,2022-12-17,1180.18,1156,3
157,2022-12-07,2022-12-08,1088.15,1157,33
158,2022-12-07,2022-12-15,490.81,1158,15
159,2022-12-07,2022-12-11,650.98,1159,47
160,2022-12-07,2022-12-17,254.28,1160,5
161,2022-12-07,2022-12-15,398.54,1161,24
162,2022-12-07,2022-12-20,814.29,1162,11
163,2022-12-07,2022-12-13,1493.73,1163,33
164,2022-12-07,2022-12-18,1557.12,1164,23
165,2022-12-07,2022-12-16,1916.72,1165,10
166,2022-12-07,2022-12-18,1212.13,1166,43
167,2022-12-08,2022-12-12,1094.14,1167,28
168,2022-12-08,2022-12-10,1247.57,1168,39
169,2022-12-08,2022-12-10,1242.78,1169,17
170,2022-12-08,2022-12-13,191.74,1170,44
171,2022-12-08,2022-12-18,1944.44,1171,26
172,2022-12-08,2022-12-17,34.53,1172,25
173,2022-12-08,2022-12-20,1574.38,1173,36
174,2022-12-08,2022-12-11,1028.19,1174,12
175,2022-12-08,2022-12-16,455.25,1175,3
176,2022-12-08,2022-12-12,1265.69,1176,50
177,2022-12-08,2022-12-14,940.93,1177,29
178,2022-12-08,2022-12-18,658.73,1178,44
179,2022-12-08,2022-12-14,309.26,1179,24
180,2022-12-08,2022-12-11,267.25,1180,19
181,2022-12-08,2022-12-13,694.54,1181,13
182,2022-12-08,2022-12-20,806.51,1182,16
183,2022-12-08,2022-12-11,394.73,1183,40
184,2022-12-08,2022-12-19,1019.24,1184,27
185,2022-12-08,2022-12-19,465.93,1185,6
186,2022-12-08,2022-12-09,1180.11,1186,42
187,2022-12-08,2022-12-15,1615.69,1187,10
188,2022-12-08,2022-12-12,1144.69,1188,38
189,2022-12-08,2022-12-15,953.08,1189,8
190,2022-12-08,2022-12-11,732.55,1190,18
191,2022-12-08,2022-12-20,1723.05,1191,32
192,2022-12-08,2022-12-19,903.24,1192,17
193,2022-12-08,2022-12-13,2245.11,1193,42
194,2022-12-08,2022-12-13,408.48,1194,2
195,2022-12-09,2022-12-22,1144.95,1195,44
196,2022-12-09,2022-12-11,1706.36,1196,20
197,2022-12-09,2022-12-20,654.93,1197,10
198,2022-12-09,2022-12-19,881.94,1198,9
199,2022-12-09,2022-12-21,1313.07,1199,48
200,2022-12-09,2022-12-11,1193.95,1200,39
201,2022-12-09,2022-12-13,1279.85,1201,41
202,2022-12-09,2022-12-13,1580.13,1202,25
203,2022-12-09,2022-12-13,826.62,1203,25
204,2022-12-09,2022-12-15,1718.51,1204,24
205,2022-12-09,2022-12-11,139.99,1205,6
206,2022-12-09,2022-12-15,1538.72,1206,30
207,2022-12-09,2022-12-16,1573.6,1207,10
208,2022-12-09,2022-12-20,612.76,1208,39
209,2022-12-09,2022-12-19,274.68,1209,31
210,2022-12-09,2022-12-12,883.92,1210,18
211,2022-12-09,2022-12-20,1201.9,1211,43
212,2022-12-09,2022-12-21,832.45,1212,33
213,2022-12-09,2022-12-17,1250.97,1213,19
214,2022-12-09,2022-12-11,1968.87,1214,23
215,2022-12-10,2022-12-21,317.64,1215,5
216,2022-12-10,2022-12-18,22.95,1216,26
217,2022-12-10,2022-12-23,965.35,1217,29
218,2022-12-10,2022-12-21,659.92,1218,24
219,2022-12-10,2022-12-15,759.84,1219,6
220,2022-12-10,2022-12-12,1633.46,1220,39
221,2022-12-10,2022-12-17,939.69,1221,4
222,2022-12-10,2022-12-12,985.5,1222,48
223,2022-12-10,2022-12-16,781.6,1223,42
224,2022-12-10,2022-12-20,980.6,1224,26
225,2022-12-10,2022-12-13,1134.25,1225,15
226,2022-12-10,2022-12-19,2392.29,1226,13
227,2022-12-10,2022-12-13,1139.83,1227,40
228,2022-12-10,2022-12-21,1581.35,1228,22
229,2022-12-10,2022-12-22,1093.2,1229,13
230,2022-12-10,2022-12-22,10.0,1230,39
231,2022-12-10,2022-12-13,716.46,1231,17
232,2022-12-10,2022-12-15,1139.46,1232,36
233,2022-12-10,2022-12-17,1361.71,1233,39
234,2022-12-10,2022-12-18,1105.11,1234,48
235,2022-12-10,2022-12-22,1460.18,1235,25
236,2022-12-10,2022-12-21,270.01,1236,34
237,2022-12-10,2022-12-17,1024.4,1237,21
238,2022-12-10,2022-12-19,1663.98,1238,25
239,2022-12-11,2022-12-16,514.22,1239,25
240,2022-12-11,2022-12-21,1560.3,1240,22
241,2022-12-11,2022-12-22,1534.45,1241,23
242,2022-12-11,2022-12-14,381.49,1242,25
243,2022-12-11,2022-12-17,1168.94,1243,14
244,2022-12-11,2022-12-16,1079.41,1244,14
245,2022-12-11,2022-12-23,911.82,1245,26
246,2022-12-11,2022-12-15,236.56,1246,40
247,2022-12-11,2022-12-23,868.47,1247,30
248,2022-12-11,2022-12-13,921.85,1248,26
249,2022-12-11,2022-12-18,150.85,1249,38
250,2022-12-11,2022-12-24,347.42,1250,22
251,2022-12-11,2022-12-16,536.5,1251,39
252,2022-12-11,2022-12-15,475.86,1252,39
253,2022-12-11,2022-12-23,1163.14,1253,34
254,2022-12-11,2022-12-19,1455.76,1254,25
255,2022-12-11,2022-12-20,844.73,1255,36
256,2022-12-11,2022-12-20,1383.14,1256,13
257,2022-12-11,2022-12-14,1476.24,1257,29
258,2022-12-11,2022-12-14,957.35,1258,42
259,2022-12-11,2022-12-16,1204.02,1259,9
260,2022-12-11,2022-12-16,888.33,1260,15
261,2022-12-12,2022-12-22,438.59,1261,31
262,2022-12-12,2022-12-14,626.62,1262,44
263,2022-12-12,2022-12-13,1163.07,1263,27
264,2022-12-12,2022-12-20,939.34,1264,31
265,2022-12-12,2022-12-15,1368.59,1265,10
266,2022-12-12,2022-12-13,56.51,1266,37
267,2022-12-12,2022-12-13,176.71,1267,7
268,2022-12-12,2022-12-23,235.89,1268,32
269,2022-12-12,2022-12-14,1083.33,1269,11
270,2022-12-12,2022-12-18,310.95,1270,48
271,2022-12-12,2022-12-18,1160.06,1271,45
272,2022-12-12,2022-12-15,1376.5,1272,28
273,2022-12-12,2022-12-24,1758.12,1273,4
274,2022-12-12,2022-12-16,1702.95,1274,48
275,2022-12-12,2022-12-24,652.29,1275,45
276,2022-12-12,2022-12-25,165.18,1276,31
277,2022-12-12,2022-12-14,684.03,1277,29
278,2022-12-12,2022-12-14,1488.42,1278,33
279,2022-12-12,2022-12-19,805.15,1279,4
280,2022-12-12,2022-12-25,987.84,1280,47
281,2022-12-12,2022-12-13,721.42,1281,26
282,2022-12-12,2022-12-19,1790.6,1282,31
283,2022-12-12,2022-12-24,492.77,1283,31
284,2022-12-12,2022-12-24,1033.38,1284,27
285,2022-12-12,2022-12-13,1554.12,1285,25
286,2022-12-12,2022-12-18,1920.77,1286,48
287,2022-12-12,2022-12-15,652.6,1287,36
288,2022-12-12,2022-12-20,1480.4,1288,49
289,2022-12-12,2022-12-18,683.87,1289,31
290,2022-12-12,2022-12-23,1688.58,1290,43
291,2022-12-12,2022-12-14,1864.73,1291,37
292,2022-12-12,2022-12-20,555.2,1292,45
293,2022-12-12,2022-12-17,1326.73,1293,44
294,2022-12-13,2022-12-21,1556.64,1294,23
295,2022-12-13,2022-12-21,852.87,1295,35
296,2022-12-13,2022-12-19,1273.86,1296,4
297,2022-12-13,2022-12-15,1300.01,1297,28
298,2022-12-13,2022-12-21,2004.83,1298,42
299,2022-12-13,2022-12-24,14.5,1299,41
300,2022-12-13,2022-12-19,972.04,1300,42
301,2022-12-13,2022-12-19,374.87,1301,13
302,2022-12-13,2022-12-21,1006.9,1302,1
303,2022-12-13,2022-12-14,608.57,1303,12
304,2022-12-13,2022-12-15,872.54,1304,43
305,2022-12-13,2022-12-25,562.93,1305,40
306,2022-12-13,2022-12-25,1077.68,1306,26
307,2022-12-13,2022-12-22,1536.95,1307,46
308,2022-12-13,2022-12-24,813.63,1308,46
309,2022-12-13,2022-12-25,1715.31,1309,23
310,2022-12-13,2022-12-21,1521.98,1310,49
311,2022-12-13,2022-12-25,2017.03,1311,22
312,2022-12-13,2022-12-20,1205.68,1312,28
313,2022-12-13,2022-12-20,969.18,1313,17
314,2022-12-13,2022-12-18,207.38,1314,6
315,2022-12-13,2022-12-15,609.16,1315,14
316,2022-12-13,2022-12-24,896.05,1316,50
317,2022-12-13,2022-12-19,955.25,1317,17
318,2022-12-13,2022-12-23,2174.36,1318,38
319,2022-12-13,2022-12-16,896.51,1319,5
320,2022-12-13,2022-12-17,115.82,1320,13
321,2022-12-13,2022-12-26,1332.29,1321,48
322,2022-12-13,2022-12-23,1303.25,1322,9
323,2022-12-13,2022-12-25,770.54,1323,44
324,2022-12-13,2022-12-24,2063.84,1324,42
325,2022-12-14,2022-12-16,51.69,1325,26
326,2022-12-14,2022-12-16,1624.73,1326,13
327,2022-12-14,2022-12-26,854.45,1327,19
328,2022-12-14,2022-12-22,524.79,1328,48
329,2022-12-14,2022-12-22,2200.2,1329,17
330,2022-12-14,2022-12-24,1368.35,1330,16
331,2022-12-14,2022-12-20,850.78,1331,30
332,2022-12-14,2022-12-27,840.62,1332,32
333,2022-12-14,2022-12-19,1137.71,1333,14
334,2022-12-14,2022-12-22,769.02,1334,48
335,2022-12-14,2022-12-18,1649.8,1335,15
336,2022-12-14,2022-12-25,1043.84,1336,12
337,2022-12-14,2022-12-18,1508.78,1337,37
338,2022-12-14,2022-12-19,1103.96,1338,11
339,2022-12-14,2022-12-15,1434.92,1339,5
340,2022-12-14,2022-12-15,1672.75,1340,11
341,2022-12-14,2022-12-16,1840.46,1341,34
342,2022-12-14,2022-12-22,1245.47,1342,19
343,2022-12-14,2022-12-21,566.73,1343,26
344,2022-12-14,2022-12-24,913.71,1344,26
345,2022-12-14,2022-12-23,986.93,1345,17
346,2022-12-14,2022-12-19,713.4,1346,31
347,2022-12-14,2022-12-16,629.92,1347,19
348,2022-12-14,2022-12-21,1087.25,1348,44
349,2022-12-14,2022-12-22,508.35,1349,20
350,2022-12-14,2022-12-26,411.3,1350,23
351,2022-12-14,2022-12-21,152.78,1351,25
352,2022-12-15,2022-12-22,1240.17,1352,28
353,2022-12-15,2022-12-27,1170.62,1353,37
354,2022-12-15,2022-12-20,837.66,1354,12
355,2022-12-15,2022-12-17,1497.12,1355,48
356,2022-12-15,2022-12-21,500.6,1356,1
357,2022-12-15,2022-12-19,1190.44,1357,2
358,2022-12-15,2022-12-25,1027.08,1358,10
359,2022-12-15,2022-12-17,629.66,1359,34
360,2022-12-15,2022-12-27,753.73,1360,32
361,2022-12-15,2022-12-24,715.25,1361,25
362,2022-12-15,2022-12-22,1126.38,1362,10
363,2022-12-15,2022-12-21,1296.71,1363,50
364,2022-12-15,2022-12-27,786.8,1364,1
365,2022-12-15,2022-12-20,643.95,1365,32
366,2022-12-15,2022-12-18,1068.61,1366,37
367,2022-12-15,2022-12-27,174.12,1367,12
368,2022-12-16,2022-12-26,1017.18,1368,49
369,2022-12-16,2022-12-26,1780.89,1369,18
370,2022-12-16,2022-12-20,648.02,1370,30
371,2022-12-16,2022-12-19,911.57,1371,13
372,2022-12-16,2022-12-28,1512.28,1372,3
373,2022-12-16,2022-12-27,1377.34,1373,21
374,2022-12-16,2022-12-24,1030.92,1374,42
375,2022-12-16,2022-12-19,970.74,1375,14
376,2022-12-16,2022-12-23,382.22,1376,40
377,2022-12-16,2022-12-23,1245.58,1377,10
378,2022-12-16,2022-12-23,328.31,1378,2
379,2022-12-16,2022-12-29,10.0,1379,45
380,2022-12-16,2022-12-23,1504.05,1380,37
381,2022-12-16,2022-12-18,1193.49,1381,11
382,2022-12-16,2022-12-26,1439.87,1382,1
383,2022-12-16,2022-12-19,631.75,1383,26
384,2022-12-16,2022-12-26,1233.18,1384,42
385,2022-12-16,2022-12-25,780.47,1385,13
386,2022-12-16,2022-12-19,836.38,1386,28
387,2022-12-16,2022-12-18,1486.88,1387,36
388,2022-12-16,2022-12-25,925.1,1388,21
389,2022-12-16,2022-12-29,651.81,1389,10
390,2022-12-16,2022-12-26,317.24,1390,12
391,2022-12-16,2022-12-25,1180.34,1391,46
392,2022-12-16,2022-12-20,1529.74,1392,27
393,2022-12-17,2022-12-29,608.44,1393,3
394,2022-12-17,2022-12-26,1344.49,1394,28
395,2022-12-17,2022-12-20,528.61,1395,2
396,2022-12-17,2022-12-24,1374.65,1396,28
397,2022-12-17,2022-12-24,1016.46,1397,31
398,2022-12-17,2022-12-28,1133.92,1398,43
399,2022-12-17,2022-12-25,651.29,1399,21
400,2022-12-17,2022-12-27,1178.78,1400,7
401,2022-12-17,2022-12-21,701.16,1401,50
402,2022-12-17,2022-12-20,793.16,1402,31
403,2022-12-17,2022-12-20,241.19,1403,14
404,2022-12-17,2022-12-29,613.92,1404,39
405,2022-12-17,2022-12-22,737.25,1405,39
406,2022-12-17,2022-12-28,1156.4,1406,9
407,2022-12-17,2022-12-18,1297.83,1407,23
408,2022-12-17,2022-12-27,696.03,1408,12
409,2022-12-17,2022-12-20,917.78,1409,29
410,2022-12-17,2022-12-23,1843.19,1410,38
411,2022-12-17,2022-12-20,1065.55,1411,39
412,2022-12-17,2022-12-22,731.55,1412,22
413,2022-12-17,2022-12-26,160.18,1413,4
414,2022-12-17,2022-12-19,573.04,1414,48
415,2022-12-17,2022-12-28,553.57,1415,7
416,2022-12-17,2022-12-19,1988.94,1416,40
417,2022-12-17,2022-12-29,575.77,1417,8
418,2022-12-17,2022-12-23,1025.52,1418,35
419,2022-12-17,2022-12-23,1185.38,1419,9
420,2022-12-17,2022-12-28,1553.26,1420,13
421,2022-12-17,2022-12-28,1004.01,1421,39
422,2022-12-18,2022-12-26,744.84,1422,20
423,2022-12-18,2022-12-30,711.73,1423,21
424,2022-12-18,2022-12-31,1178.19,1424,47
425,2022-12-18,2022-12-29,657.83,1425,19
426,2022-12-18,2022-12-20,447.91,1426,2
427,2022-12-18,2022-12-27,744.75,1427,44
428,2022-12-18,2022-12-20,337.76,1428,40
429,2022-12-18,2022-12-31,1925.31,1429,30
430,2022-12-18,2022-12-19,1298.28,1430,23
431,2022-12-18,2022-12-28,1810.42,1431,40
432,2022-12-18,2022-12-20,1242.72,1432,13
433,2022-12-18,2022-12-30,1762.3,1433,33
434,2022-12-18,2022-12-25,1183.73,1434,32
435,2022-12-18,2022-12-26,1363.09,1435,28
436,2022-12-18,2022-12-23,10.0,1436,24
437,2022-12-18,2022-12-24,542.84,1437,42
438,2022-12-18,2022-12-30,1018.46,1438,28
439,2022-12-18,2022-12-19,1030.59,1439,30
440,2022-12-18,2022-12-24,961.81,1440,41
441,2022-12-18,2022-12-30,1226.5,1441,29
442,2022-12-18,2022-12-26,1247.1,1442,34
443,2022-12-18,2022-12-31,1432.56,1443,22
444,2022-12-18,2022-12-21,1334.5,1444,25
445,2022-12-19,2022-12-30,1602.04,1445,14
446,2022-12-19,2022-12-20,1606.12,1446,10
447,2022-12-19,2022-12-30,1087.33,1447,10
448,2022-12-19,2022-12-23,2040.82,1448,8
449,2022-12-19,2022-12-20,1679.67,1449,14
450,2022-12-19,2022-12-27,596.52,1450,45
451,2022-12-19,2022-12-24,1196.3,1451,38
452,2022-12-19,2022-12-20,78.69,1452,32
453,2022-12-19,2022-12-27,162.9,1453,45
454,2022-12-19,2022-12-28,750.25,1454,32
455,2022-12-19,2022-12-29,562.28,1455,3
456,2022-12-19,2022-12-21,753.33,1456,20
457,2022-12-19,2022-12-28,1164.25,1457,13
458,2022-12-19,2022-12-27,1612.65,1458,23
459,2022-12-19,2022-12-26,1585.88,1459,19
460,2022-12-19,2022-12-22,1206.6,1460,16
461,2022-12-19,2022-12-21,456.44,1461,36
462,2022-12-19,2022-12-26,721.31,1462,35
463,2022-12-19,2022-12-24,1318.59,1463,47
464,2022-12-19,2022-12-25,586.94,1464,47
465,2022-12-19,2022-12-23,366.54,1465,50
466,2022-12-19,2022-12-21,1246.16,1466,7
467,2022-12-19,2022-12-28,975.82,1467,37
468,2022-12-19,2022-12-22,894.54,1468,8
469,2022-12-20,2023-01-01,1554.9,1469,25
470,2022-12-20,2022-12-27,1544.4,1470,23
471,2022-12-20,2022-12-28,1890.56,1471,10
472,2022-12-20,2022-12-22,674.29,1472,30
473,2022-12-20,2022-12-26,1214.87,1473,33
474,2022-12-20,2022-12-31,1009.5,1474,11
475,2022-12-20,2022-12-28,1169.16,1475,35
476,2022-12-20,2022-12-27,432.81,1476,27
477,2022-12-20,2022-12-31,298.76,1477,3
478,2022-12-20,2022-12-23,979.89,1478,47
479,2022-12-20,2022-12-21,578.74,1479,49
480,2022-12-20,2022-12-26,1469.1,1480,50
481,2022-12-20,2022-12-28,249.66,1481,8
482,2022-12-20,2022-12-26,290.9,1482,13
483,2022-12-20,2022-12-25,791.67,1483,42
484,2022-12-20,2022-12-31,230.96,1484,3
485,2022-12-20,2023-01-01,1838.0,1485,20
486,2022-12-20,2022-12-28,908.54,1486,46
487,2022-12-20,2022-12-22,698.6,1487,45
488,2022-12-20,2023-01-01,1233.98,1488,35
489,2022-12-20,2022-12-21,1441.92,1489,13
490,2022-12-20,2022-12-21,1103.48,1490,20
491,2022-12-20,2022-12-24,965.95,1491,24
492,2022-12-20,2022-12-26,508.26,1492,9
493,2022-12-21,2023-01-03,1315.45,1493,30
494,2022-12-21,2022-12-30,1708.35,1494,25
495,2022-12-21,2022-12-22,890.14,1495,16
496,2022-12-21,2023-01-02,575.61,1496,8
497,2022-12-21,2022-12-22,1090.75,1497,44
498,2022-12-21,2023-01-03,1001.32,1498,28
499,2022-12-21,2023-01-03,391.82,1499,12
500,2022-12-21,2022-12-26,748.66,1500,24
501,2022-12-21,2022-12-31,1894.24,1501,49
502,2022-12-21,2022-12-26,326.22,1502,29
503,2022-12-21,2022-12-26,654.69,1503,15
504,2022-12-21,2022-12-31,525.64,1504,18
505,2022-12-21,2022-12-27,569.85,1505,7
506,2022-12-21,2022-12-29,777.26,1506,13
507,2022-12-21,2022-12-24,1224.19,1507,19
508,2022-12-21,2022-12-30,1654.28,1508,48
509,2022-12-21,2023-01-03,1101.66,1509,43
510,2022-12-21,2022-12-22,657.81,1510,5
511,2022-12-21,2022-12-25,1769.96,1511,26
512,2022-12-21,2022-12-30,10.0,1512,2
513,2022-12-21,2022-12-29,1336.74,1513,33
514,2022-12-21,2022-12-31,486.62,1514,48
515,2022-12-21,2022-12-30,974.54,1515,37
516,2022-12-21,2022-12-22,1281.55,1516,25
517,2022-12-21,2022-12-30,197.31,1517,25
518,2022-12-22,2022-12-25,1070.83,1518,39
519,2022-12-22,2023-01-02,1109.24,1519,30
520,2022-12-22,2023-01-03,1731.17,1520,41
521,2022-12-22,2023-01-01,2357.57,1521,4
522,2022-12-22,2022-12-31,223.52,1522,19
523,2022-12-22,2022-12-23,1708.58,1523,27
524,2022-12-22,2022-12-23,981.06,1524,47
525,2022-12-22,2022-12-31,595.71,1525,39
526,2022-12-22,2023-01-02,1184.53,1526,24
527,2022-12-22,2022-12-28,348.85,1527,50
528,2022-12-22,2022-12-26,378.69,1528,37
529,2022-12-22,2022-12-29,132.42,1529,25
530,2022-12-22,2022-12-27,1273.04,1530,29
531,2022-12-22,2023-01-01,1163.51,1531,31
532,2022-12-22,2022-12-29,592.81,1532,45
533,2022-12-22,2022-12-30,1761.8,1533,35
534,2022-12-22,2022-12-30,668.52,1534,28
535,2022-12-22,2022-12-23,1641.49,1535,38
536,2022-12-22,2022-12-30,1061.04,1536,44
537,2022-12-22,2022-12-28,661.82,1537,50
538,2022-12-22,2022-12-26,942.51,1538,50
539,2022-12-22,2023-01-04,373.13,1539,4
540,2022-12-22,2023-01-03,1108.37,1540,28
541,2022-12-22,2022-12-30,1015.28,1541,31
542,2022-12-22,2022-12-25,1263.72,1542,23
543,2022-12-22,2023-01-04,1439.58,1543,14
544,2022-12-22,2022-12-26,1057.81,1544,28
545,2022-12-23,2022-12-29,261.84,1545,14
