Transaction ID,Date,Timestamp,Amount,Product ID,Customer ID,Vendor,Description,Location
d663049d-155e-48b1-ba83-ada4a2121ac5,2024-03-04,2024-03-04 00:07:28,181.79,Espionage Tools,03c54c71-fca0-4536-a169-df82b9bdee2d,Red Room Inc,Purchase of Espionage Tools from Red Room Inc,"St. Petersburg, Russia"
6ae04d52-adb3-48cb-b315-8c0c66dd7794,2024-02-24,2024-02-24 10:17:35,346.96,Web Fluid,03a89879-36a9-4d74-80de-59f550f0fc2b,Parker Industries,Purchase of Web Fluid from Parker Industries,"Queens, New York"
faf1501b-009a-415b-8137-8be5b7a28e0a,2024-01-08,2024-01-08 16:15:19,171.28,Calm Tea,9cb017c1-8741-4e91-acfe-bb4bd29e8693,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
9bbd750d-1e70-4c52-b0c1-fb6a19086515,2024-01-28,2024-01-28 06:30:18,71.74,JARVIS AI,4d6b234f-dfa7-46ed-b2d1-f81ba636425c,Stark Industries,Purchase of JARVIS AI from Stark Industries,"Malibu, California"
2ea60b99-fa7f-48bf-b044-284a47acf2f6,2024-02-29,2024-02-29 05:43:08,147.5,Stretchable Clothes,ec3aa314-da9b-4017-b9c1-47c719a5711b,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
0597aab6-14d3-4dbc-a0ac-f4c9658de17e,2024-03-27,2024-03-27 14:22:44,318.71,Daily Bugle Subscription,ccc14d51-73f6-40d8-a9f4-1cc04653a560,Daily Bugle,Purchase of Daily Bugle Subscription from Daily Bugle,"Queens, New York"
41a93f90-dc82-4527-9da3-b7e2cad6e514,2024-03-10,2024-03-10 11:30:50,158.6,Black Widow Gear,d138d150-8557-416a-a750-2a812227d96d,Red Room Inc,Purchase of Black Widow Gear from Red Room Inc,"St. Petersburg, Russia"
1d77ce40-58d8-4776-a51a-d4f3a699bae0,2024-01-08,2024-01-08 20:05:54,5.75,Calm Tea,d9ead926-4745-4d9e-a789-6389df3277fd,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
34ab18fd-0a68-488e-8ad4-041504c14982,2024-02-02,2024-02-02 11:12:44,84.24,Asgardian Ale,50910bdc-8ef0-46d4-8279-b14dae55cdff,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
914591ae-f03d-466a-9dec-c06af24dfdd8,2024-02-13,2024-02-13 12:13:51,192.43,Asgardian Ale,d8ab0b30-0ac0-4f0d-9974-c146e8ec01b3,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
9b8b71a1-b38a-45fb-b611-64cebfc74ca9,2024-01-04,2024-01-04 01:30:22,204.12,Espionage Tools,a4e695c9-b65d-4226-be96-9cf3a7c5cb87,Red Room Inc,Purchase of Espionage Tools from Red Room Inc,"St. Petersburg, Russia"
6f790959-a3e0-4b3b-b56b-0715e7180322,2024-03-15,2024-03-15 23:19:23,332.79,Espionage Tools,2da44da1-89b5-4368-9f14-c6125f58d5b5,Red Room Inc,Purchase of Espionage Tools from Red Room Inc,"St. Petersburg, Russia"
4a814d53-964d-4b77-a025-f0ae35354579,2024-02-13,2024-02-13 05:44:44,36.62,Arc Reactor,4578bab3-26a9-4465-a371-ea2c0247145f,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
5e00ea6d-ca24-4e4d-9667-2017555a4085,2024-02-21,2024-02-21 05:20:04,443.05,Asgardian Armor,c787ddfb-5697-417c-97fd-3736b7ef941c,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
4505f4f6-0a8c-46c7-8921-5f4f9edb95f2,2024-03-14,2024-03-14 08:24:25,5.03,Tactical Clothing,955d0e77-fb5e-4866-a640-211e29f2c3c7,Red Room Inc,Purchase of Tactical Clothing from Red Room Inc,"St. Petersburg, Russia"
fd42f697-6511-4656-9c64-60364a1eb1b7,2024-02-01,2024-02-01 15:30:15,159.47,Iron Man Suit,1d69d9fc-4b1c-48bd-a130-260c8c69778f,Stark Industries,Purchase of Iron Man Suit from Stark Industries,"Malibu, California"
ef0a81ed-3d5d-40bc-bb03-78eb7a62722e,2024-03-19,2024-03-19 13:12:48,412.25,Gamma Radiation Detector,db66bfda-2df9-4747-8ed1-35530c5a876f,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
4d7bd307-1224-41e6-ba89-82dd85e69ea9,2024-02-23,2024-02-23 06:14:32,499.71,Gamma Radiation Detector,4c9a0ae1-5419-4efc-95e7-3e3f673617d9,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
8f928dc5-1972-4ce3-9bd0-94486a2b3200,2024-01-13,2024-01-13 16:08:15,493.48,JARVIS AI,564ae909-7958-4e69-bb2e-1b82e89dc815,Stark Industries,Purchase of JARVIS AI from Stark Industries,"Malibu, California"
cff4c56b-f9ea-4c64-8c41-7e7cd741d609,2024-02-10,2024-02-10 12:48:38,161.51,Calm Tea,1db2b452-7aa5-4a18-9fd3-c01757f98d1e,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
09aedbd0-6d31-4b4a-bf6b-8793b318ad4c,2024-03-10,2024-03-10 15:29:11,378.6,Mjolnir Replica,afe6790a-bc18-440b-95c7-ed9d4d4985dc,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
2aa36cf7-eb70-4a65-a7d9-9a23e4f7625e,2024-01-10,2024-01-10 11:51:14,99.28,Tactical Clothing,ce5dc807-6025-4199-9082-3edaa0722aa0,Red Room Inc,Purchase of Tactical Clothing from Red Room Inc,"St. Petersburg, Russia"
16408169-a38d-4afc-bdd2-ed7af97ccc57,2024-01-20,2024-01-20 06:34:36,437.46,Tactical Clothing,32b2c492-15ac-47a1-8eca-2ee310da8a95,Red Room Inc,Purchase of Tactical Clothing from Red Room Inc,"St. Petersburg, Russia"
62830869-0fa7-4e05-b897-4df5bff773ce,2024-01-18,2024-01-18 16:36:21,54.59,Daily Bugle Subscription,8e751eb7-64d0-4913-991b-8adf0202861c,Daily Bugle,Purchase of Daily Bugle Subscription from Daily Bugle,"Queens, New York"
eb8f2056-72d3-4c5d-8a31-b24384dd6da6,2024-01-08,2024-01-08 21:32:54,15.81,Calm Tea,b6e355f6-95bb-440d-89cd-4af97d161f29,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
156af458-6c4c-4935-b79d-eda1ade6c5e9,2024-03-24,2024-03-24 15:06:50,131.96,Gamma Radiation Detector,ffc573d5-fd0b-470e-b85a-f4635e4af862,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
2aa50f4e-c6f0-4933-95d1-805142cb6d1d,2024-03-03,2024-03-03 14:49:14,176.79,Tactical Clothing,1d7173e5-5bc7-4deb-b123-4efe6e648043,Red Room Inc,Purchase of Tactical Clothing from Red Room Inc,"St. Petersburg, Russia"
da54f267-dd13-4266-926d-53961058fe8c,2024-03-23,2024-03-23 15:31:56,14.19,Asgardian Armor,869bdbd2-e72b-45b7-8712-0911b3b68b57,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
33a1d1c2-ad4a-4155-809f-cd8f739cd488,2024-03-07,2024-03-07 02:50:14,133.54,Arc Reactor,41a8a6e1-65e0-4993-bf41-1fed1e70e799,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
ff3e0ba1-0ac7-48b4-a418-65bf350d278d,2024-02-25,2024-02-25 02:17:44,455.38,Spider Suit,9f982188-3744-4a64-8c24-9558f2ad985f,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
755a3ac1-32ae-4a20-9ac9-02ee25777cf0,2024-03-09,2024-03-09 02:12:18,305.76,JARVIS AI,d3b564b0-8be0-4c3e-9c94-938160c6b3ed,Stark Industries,Purchase of JARVIS AI from Stark Industries,"Malibu, California"
98a33736-fd1a-47ce-9ad0-a6f226bdd974,2024-03-03,2024-03-03 12:57:46,451.84,Calm Tea,905c053b-25fd-4cbe-bce7-1b48fba52e59,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
6c596216-ae0f-4bc8-a36b-cb0167e98363,2024-03-25,2024-03-25 14:32:03,271.27,Stretchable Clothes,ade7cef3-7ed2-4c2f-856f-3d95e0ae1a1b,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
d5627386-528c-4241-a345-ac72eac39204,2024-02-27,2024-02-27 00:06:05,149.06,Asgardian Armor,a2939b3b-7fa7-4d8a-bf88-ec827f99d273,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
8af58903-33b5-43ce-9fec-4623ab899605,2024-01-27,2024-01-27 08:20:45,170.04,Mjolnir Replica,027c013f-3801-4399-ae6a-8e2f9c19ed34,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
bf3df0bb-f66a-4168-b4a1-ca795718ada2,2024-01-10,2024-01-10 02:21:15,172.44,Daily Bugle Subscription,52631db9-d170-44ce-9179-7350e6256403,Daily Bugle,Purchase of Daily Bugle Subscription from Daily Bugle,"Queens, New York"
dfde2281-25fb-4f3d-866d-7002091472ad,2024-01-05,2024-01-05 00:00:35,138.46,Black Widow Gear,27e969e2-c8bf-43fb-9a43-1f7a41c30359,Red Room Inc,Purchase of Black Widow Gear from Red Room Inc,"St. Petersburg, Russia"
4b5ca436-953c-478e-a106-7a8cd7a3283c,2024-01-29,2024-01-29 02:39:20,183.65,Asgardian Ale,786e30ef-ce9b-4e70-b4d4-dfccb7d779cc,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
843b2a7d-15ab-4c21-8cc9-3ff710fce97d,2024-01-29,2024-01-29 11:41:16,61.87,Black Widow Gear,10fc9eee-0a17-47f7-aa5f-24b6de6fec4b,Red Room Inc,Purchase of Black Widow Gear from Red Room Inc,"St. Petersburg, Russia"
4cea2df0-0a66-4c4e-a168-1081399f8a8f,2024-01-30,2024-01-30 21:24:42,93.9,Mjolnir Replica,72d6bc20-d80d-4a1c-8247-2fd603e9ba02,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
ccf719ab-2922-4bd8-9ca5-b35354a1d505,2024-01-07,2024-01-07 21:07:20,154.82,Tactical Clothing,75f2bc20-a7f5-495c-9e62-d43f261908b9,Red Room Inc,Purchase of Tactical Clothing from Red Room Inc,"St. Petersburg, Russia"
61d9fe39-8147-48f4-9f0e-f320f7f60e7f,2024-02-10,2024-02-10 06:22:17,58.78,Spider Suit,089b30a0-809f-4923-87a1-798fe6addd9e,Parker Industries,Purchase of Spider Suit from Parker Industries,"Queens, New York"
cb4d18d6-adb6-4a35-9734-a26c92e94e89,2024-02-16,2024-02-16 00:30:39,171.85,Espionage Tools,99a2ecb1-c202-487b-849b-8a44ce1bb02a,Red Room Inc,Purchase of Espionage Tools from Red Room Inc,"St. Petersburg, Russia"
6d265dd8-bf39-4fbb-938c-3460fd938adc,2024-02-16,2024-02-16 12:21:09,62.42,Web Fluid,4a276dda-34c3-494a-812e-a9b8e7e13ed8,Parker Industries,Purchase of Web Fluid from Parker Industries,"Queens, New York"
6af79ad2-993e-48c6-a6b1-06e289110af0,2024-01-04,2024-01-04 16:08:13,154.44,Stretchable Clothes,d872298c-7b72-490b-b8f8-f071d360da69,Banner Tech,Purchase of Stretchable Clothes from Banner Tech,"Dayton, Ohio"
9b8086da-6379-4035-b8e4-5086ca819c6f,2024-03-01,2024-03-01 20:24:53,284.42,Mjolnir Replica,dd620222-d9ef-428b-bbcb-50b3961d8dcf,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
e2a01335-a830-43ab-853e-4b42cc4da021,2024-03-19,2024-03-19 10:14:47,46.91,Arc Reactor,4d6cd782-2e95-43ea-bda1-7da2000fc63d,Stark Industries,Purchase of Arc Reactor from Stark Industries,"Malibu, California"
552ae5ca-4124-405b-91fc-fe8881c16e98,2024-02-07,2024-02-07 08:40:36,8.89,Mjolnir Replica,4312ece2-dc21-41e1-be56-ac3d10cc8711,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
c5c14262-4d84-4ec5-9334-886ff164f9d8,2024-02-20,2024-02-20 09:21:58,148.46,Calm Tea,6238d0a0-cf5e-4ea3-a258-4ab368777bab,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
ef7e85ec-a417-456f-a9ee-7f3d0ff030b8,2024-03-10,2024-03-10 08:41:14,341.25,Calm Tea,babd4745-497e-4f1a-bd2b-f042209818d1,Banner Tech,Purchase of Calm Tea from Banner Tech,"Dayton, Ohio"
f11ddff7-0e37-4526-9582-a3bdd476fe38,2024-02-05,2024-02-05 18:16:28,113.97,Gamma Radiation Detector,2412579d-6af9-44e0-bb38-785b0932f5b6,Banner Tech,Purchase of Gamma Radiation Detector from Banner Tech,"Dayton, Ohio"
9a1a7d6f-dd02-4100-a3d4-84087de8a234,2024-03-16,2024-03-16 10:46:28,87.46,Daily Bugle Subscription,b2ddc481-ac6d-4df8-94e5-064cb799ae8e,Daily Bugle,Purchase of Daily Bugle Subscription from Daily Bugle,"Queens, New York"
5a4f4145-fc98-4279-8f6f-111c26c06e67,2024-01-12,2024-01-12 03:59:53,36.61,Asgardian Armor,775e0ec3-9c9d-43f3-8901-8aee69407be7,Asgardian Antiques,Purchase of Asgardian Armor from Asgardian Antiques,Asgard
19faa06e-0c0a-4967-b579-501a62fda854,2024-02-13,2024-02-13 20:19:54,377.46,JARVIS AI,052daad3-26c0-4984-8734-bb05788c31f6,Stark Industries,Purchase of JARVIS AI from Stark Industries,"Malibu, California"
21f8c156-9e0d-445b-992a-34a1084fa819,2024-02-18,2024-02-18 06:17:51,201.99,Mjolnir Replica,b3386c3e-1af4-487f-92eb-dac5a1457899,Asgardian Antiques,Purchase of Mjolnir Replica from Asgardian Antiques,Asgard
31e9ca80-58bf-4b9e-a624-5b598c94af98,2024-01-05,2024-01-05 02:06:12,498.54,Asgardian Ale,c707aef9-c6c3-444c-888e-03b662276cbc,Asgardian Antiques,Purchase of Asgardian Ale from Asgardian Antiques,Asgard
